respondent_id,h1n1_knowledge,doctor_recc_seasonal,health_worker,health_insurance,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,income_poverty,rent_or_own,employment_industry,seasonal_vaccine
12593,1.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,14.0,1
12594,2.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1
12595,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,15.0,1
12596,1.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,0.0,2.0,0.0,15.0,1
12597,1.0,1.0,0.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,0.0,15.0,1
12598,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,15.0,1
12599,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,17.0,1
12600,1.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,15.0,1
12601,2.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,14.0,1
12602,2.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12603,1.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,3.0,2.0,0.0,11.0,1
12604,1.0,1.0,0.0,1.0,3.0,1.0,1.0,4.0,0.0,2.0,0.0,15.0,1
12605,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,15.0,1
12606,0.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1
12607,2.0,1.0,0.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,0.0,15.0,1
12608,2.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,15.0,1
12609,1.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,1.0,2.0,0.0,15.0,1
12610,1.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,0.0,15.0,1
12611,2.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,2.0,2.0,0.0,19.0,1
12612,2.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,2.0,0.0,15.0,1
12613,1.0,1.0,0.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,0.0,15.0,1
12614,2.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12615,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,15.0,1
12616,1.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,15.0,1
12617,2.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,15.0,1
12618,1.0,0.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,2.0,1.0,15.0,1
12619,1.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12620,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,1
12621,1.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,0.0,2.0,1.0,15.0,1
12622,2.0,0.0,1.0,1.0,4.0,3.0,0.0,3.0,3.0,2.0,1.0,15.0,1
12623,0.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12624,1.0,1.0,0.0,1.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,15.0,1
12625,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,15.0,1
12626,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12627,1.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,15.0,1
12628,1.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,15.0,1
12629,2.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,14.0,1
12630,2.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,2.0,1.0,15.0,1
12631,2.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,1.0,15.0,1
12632,2.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1
12633,1.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,13.0,1
12634,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,15.0,1
12635,2.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,15.0,1
12636,2.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,19.0,1
12637,1.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12638,1.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,3.0,2.0,0.0,9.0,1
12639,2.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,15.0,1
12640,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,1.0,15.0,1
12641,1.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,1.0,15.0,1
12642,2.0,0.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0,15.0,1
12643,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,15.0,1
12644,1.0,1.0,0.0,1.0,3.0,3.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12645,1.0,1.0,0.0,1.0,4.0,4.0,3.0,2.0,0.0,2.0,0.0,4.0,1
12646,2.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12647,2.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,10.0,1
12648,2.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,10.0,1
12649,1.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,3.0,2.0,1.0,15.0,1
12650,2.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,7.0,1
12651,2.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1
12652,2.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,3.0,0.0,0.0,15.0,1
12653,1.0,0.0,0.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,0.0,15.0,1
12654,1.0,0.0,0.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,15.0,1
12655,1.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,3.0,2.0,0.0,8.0,1
12656,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,2.0,1.0,15.0,1
12657,2.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12658,2.0,1.0,0.0,1.0,4.0,4.0,0.0,2.0,3.0,2.0,0.0,15.0,1
12659,1.0,0.0,0.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,0.0,15.0,1
12660,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,15.0,1
12661,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,1
12662,2.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,15.0,1
12663,1.0,1.0,0.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,0.0,15.0,1
12664,2.0,1.0,0.0,1.0,4.0,4.0,0.0,3.0,0.0,2.0,0.0,15.0,1
12665,1.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,4.0,1
12666,1.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12667,1.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,15.0,1
12668,2.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,15.0,1
12669,2.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,15.0,1
12670,0.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,0.0,15.0,1
12671,2.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12672,0.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,0.0,15.0,1
12673,2.0,1.0,0.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,0.0,15.0,1
12674,1.0,1.0,0.0,1.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,15.0,1
12675,1.0,1.0,0.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,15.0,1
12676,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1
12677,0.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,3.0,0.0,1.0,11.0,1
12678,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1
12679,1.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,2.0,1.0,15.0,1
12680,1.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1
12681,2.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,0.0,17.0,1
12682,2.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,10.0,1
12683,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,3.0,2.0,0.0,15.0,1
12684,2.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,10.0,1
12685,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12686,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,17.0,1
12687,1.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,0.0,1.0,0.0,15.0,1
12688,1.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12689,1.0,1.0,0.0,1.0,3.0,4.0,0.0,3.0,0.0,2.0,0.0,6.0,1
12690,1.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,0.0,2.0,0.0,15.0,1
12691,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,17.0,1
12692,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,15.0,1
12693,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1
12694,1.0,0.0,0.0,1.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,15.0,1
12695,1.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,0.0,15.0,1
12696,2.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,12.0,1
12697,1.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12698,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1
12699,1.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,15.0,1
12700,1.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12701,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,1
12702,2.0,1.0,0.0,1.0,4.0,4.0,0.0,3.0,2.0,2.0,0.0,15.0,1
12703,2.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12704,1.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,0.0,15.0,1
12705,2.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,17.0,1
12706,2.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,1
12707,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,1
12708,1.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,15.0,1
12709,2.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,2.0,0.0,10.0,1
12710,2.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,10.0,1
12711,2.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1
12712,1.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12713,2.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,15.0,1
12714,1.0,1.0,0.0,1.0,3.0,1.0,1.0,4.0,0.0,2.0,0.0,15.0,1
12715,2.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,17.0,1
12716,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,10.0,1
12717,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,1
12718,1.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12719,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,15.0,1
12720,1.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12721,1.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,7.0,1
12722,1.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,15.0,1
12723,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,15.0,1
12724,1.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12725,2.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,0.0,15.0,1
12726,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,12.0,1
12727,2.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12728,2.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,2.0,1.0,11.0,1
12729,2.0,1.0,0.0,1.0,3.0,4.0,0.0,2.0,3.0,2.0,0.0,15.0,1
12730,1.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,1
12731,1.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12732,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,15.0,1
12733,1.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12734,2.0,0.0,0.0,1.0,4.0,3.0,0.0,3.0,2.0,0.0,0.0,10.0,1
12735,0.0,1.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,0.0,15.0,1
12736,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,16.0,1
12737,1.0,0.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12738,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,15.0,1
12739,2.0,0.0,1.0,1.0,4.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,1
12740,1.0,1.0,0.0,1.0,4.0,3.0,0.0,3.0,3.0,2.0,0.0,15.0,1
12741,1.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,15.0,1
12742,1.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12743,2.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12744,2.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,15.0,1
12745,1.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,2.0,0.0,0.0,11.0,1
12746,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12747,1.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12748,0.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12749,1.0,1.0,0.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,15.0,1
12750,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,8.0,1
12751,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,15.0,1
12752,2.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,2.0,0.0,15.0,1
12753,1.0,1.0,0.0,1.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,15.0,1
12754,2.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,16.0,1
12755,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,10.0,1
12756,2.0,1.0,0.0,1.0,4.0,3.0,0.0,3.0,2.0,0.0,0.0,10.0,1
12757,2.0,1.0,0.0,1.0,4.0,4.0,0.0,3.0,0.0,2.0,0.0,15.0,1
12758,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,15.0,1
12759,0.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,15.0,1
12760,2.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12761,2.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,15.0,1
12762,1.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12763,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12764,1.0,0.0,0.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,15.0,1
12765,1.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,0.0,10.0,1
12766,1.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,1.0,2.0,0.0,15.0,1
12767,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,15.0,1
12768,0.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12769,1.0,1.0,0.0,1.0,4.0,3.0,0.0,3.0,0.0,2.0,1.0,15.0,1
12770,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,2.0,1.0,10.0,1
12771,1.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,15.0,1
12772,1.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12773,2.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,0.0,15.0,1
12774,2.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,2.0,0.0,1.0,15.0,1
12775,1.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,15.0,1
12776,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,10.0,1
12777,0.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,1.0,2.0,1.0,15.0,1
12778,2.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,12.0,1
12779,2.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,17.0,1
12780,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,15.0,1
12781,2.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,19.0,1
12782,2.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12783,1.0,0.0,0.0,1.0,4.0,3.0,0.0,3.0,2.0,0.0,0.0,11.0,1
12784,2.0,1.0,0.0,1.0,3.0,3.0,3.0,4.0,0.0,2.0,0.0,17.0,1
12785,2.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12786,1.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12787,2.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12788,1.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,10.0,1
12789,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,10.0,1
12790,1.0,1.0,0.0,1.0,4.0,3.0,3.0,4.0,0.0,2.0,0.0,4.0,1
12791,1.0,1.0,0.0,1.0,3.0,4.0,3.0,0.0,3.0,2.0,0.0,15.0,1
12792,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,15.0,1
12793,1.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12794,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,6.0,1
12795,0.0,1.0,0.0,1.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1
12796,0.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,15.0,1
12797,2.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,0.0,4.0,1
12798,1.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,1
12799,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12800,2.0,1.0,0.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,0.0,15.0,1
12801,2.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,15.0,1
12802,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,15.0,1
12803,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,15.0,1
12804,2.0,0.0,0.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,15.0,1
12805,1.0,1.0,0.0,1.0,3.0,2.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12806,1.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12807,2.0,0.0,0.0,1.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,10.0,1
12808,1.0,0.0,0.0,1.0,4.0,4.0,1.0,4.0,3.0,2.0,0.0,10.0,1
12809,2.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,0.0,0.0,15.0,1
12810,2.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,3.0,0.0,0.0,15.0,1
12811,2.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,1
12812,1.0,1.0,0.0,1.0,4.0,3.0,3.0,0.0,3.0,2.0,1.0,4.0,1
12813,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,15.0,1
12814,2.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,3.0,2.0,1.0,0.0,1
12815,1.0,1.0,0.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,0.0,15.0,1
12816,1.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12817,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,7.0,1
12818,1.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,0.0,10.0,1
12819,2.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,0.0,2.0,1.0,15.0,1
12820,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,0.0,2.0,1.0,15.0,1
12821,2.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,15.0,1
12822,2.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,15.0,1
12823,2.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12824,1.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,1.0,2.0,1.0,15.0,1
12825,1.0,0.0,0.0,1.0,4.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,1
12826,1.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,15.0,1
12827,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,8.0,1
12828,1.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,15.0,1
12829,1.0,1.0,0.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,0.0,15.0,1
12830,2.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,2.0,2.0,0.0,15.0,1
12831,1.0,1.0,0.0,1.0,4.0,3.0,1.0,4.0,0.0,2.0,1.0,15.0,1
12832,1.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12833,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,15.0,1
12834,1.0,1.0,0.0,1.0,4.0,4.0,1.0,3.0,2.0,0.0,0.0,12.0,1
12835,2.0,0.0,0.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,10.0,1
12836,1.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,0.0,2.0,0.0,15.0,1
12837,2.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,10.0,1
12838,1.0,0.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12839,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,17.0,1
12840,2.0,1.0,0.0,1.0,4.0,4.0,0.0,2.0,3.0,0.0,0.0,15.0,1
12841,2.0,0.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,12.0,1
12842,2.0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,15.0,1
12843,1.0,1.0,0.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,0.0,15.0,1
12844,2.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,0.0,15.0,1
12845,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,15.0,1
12846,2.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,0.0,1.0,0.0,4.0,1
12847,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1
12848,1.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,17.0,1
12849,2.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,0.0,10.0,1
12850,2.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,0.0,10.0,1
12851,2.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,3.0,2.0,0.0,15.0,1
12852,2.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,15.0,1
12853,1.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,2.0,0.0,17.0,1
12854,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,15.0,1
